Organization ID,Site ID / Google Group,Site,Google Group Name,MayoLINK Client #,Anticipated Launch Date,Notes Spanish,Notes,Enrolling Status TEST,PTSC Scheduling Status TEST,Digital Scheduling Status TEST,Enrolling Status STAGING,PTSC Scheduling Status STAGING,Digital Scheduling Status STAGING,Enrolling Status STABLE,PTSC Scheduling Status STABLE,Digital Scheduling Status STABLE,Enrolling Status PROD,PTSC Scheduling Status PROD,Digital Scheduling Status PROD,Scheduling Instructions,Scheduling Instructions Spanish,Directions,Physical Location Name,Address 1,Address 2,City,State,Zip,Phone,Admin Email Addresses,Link
AZ_TUCSON_BANNER_HEALTH,hpo-site-bannernorthclinic,Banner University Medical Center North Clinic,HPO Banner North Clinic,7036646,1/5/18,,"Rachele: We would like to note our hours of walk-in. Would this go in the Physical Location cell, or just for future reference to avoid walk-ins at an hour that cannot be accommodated, which results in an unhappy participant: Open Monday-Friday 7:30 am to 2:00 pm",Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program may contact you by phone and/or email to schedule an appointment and to share more information about the Program. You may already have an appointment scheduled. To contact us directly, please call 877-268-2684 or email AllofUsAZ@email.arizona.edu. For a list of our locations, visit AllofUsAZ.org.

El personal del Programa Científico All of Us se comunicará con usted por teléfono y/o correo electrónico para hacer una cita y compartir más información acerca del programa. Quizás, usted ya tiene una cita. Para comunicarse directamente con nosotros, por favor llame al 877-268-2684 o envíe un correo electrónico a AllofUsAZ@email.arizona.edu. Para ver la lista de nuestras clínicas, visite AllofUsAZ.org.",,,"BUMC North Clinic, Building #2, Clinic F",3838 N Campbell Ave,,Tucson,AZ,85719,877-268-2684,"jillianwilson@email.arizona.edu, ebmarsh@email.arizona.edu",
AZ_TUCSON_BANNER_HEALTH,hpo-site-bannergateway,Banner Gateway Medical Center,HPO Banner Gateway,7036693,5/29/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program may contact you by phone and/or email to schedule an appointment and to share more information about the Program. You may already have an appointment scheduled. To contact us directly, please call 877-268-2684 or email AllofUsAZ@email.arizona.edu. For a list of our locations, visit AllofUsAZ.org.

El personal del Programa Científico All of Us se comunicará con usted por teléfono y/o correo electrónico para hacer una cita y compartir más información acerca del programa. Quizás, usted ya tiene una cita. Para comunicarse directamente con nosotros, por favor llame al 877-268-2684 o envíe un correo electrónico a AllofUsAZ@email.arizona.edu. Para ver la lista de nuestras clínicas, visite AllofUsAZ.org.",,"Cross Streets, Higley Road and East Inverness Avenue. From Higley Road, turn west onto East Inverness Avenue. Banner Gateway Pavilion Building will be on your Right. Take the First Right, then an immediate right into the parking lot. All of Us Research Program is located on the first floor, in suite 106.

Intersecciones, Highley Road y East Inverness Avenue. Desde Higley Road, gire hacia el oeste por East Inverness Avenue. El edificio Banner Gateway Pavilion estará a su derecha. Tome la primera vuelta a la derecha, luego una derecha inmediata en el estacionamiento. El Programa de Investigación Cientifico All of Us Research Program está ubicado en el primer piso, en la suite 106.",,1920 N. Higley Way Suite 106,,Gilbert,AZ,85234,877-268-2684,"jordanbishop@email.arizona.edu, jillianwilson@email.arizona.edu",
AZ_TUCSON_BANNER_HEALTH,hpo-site-bannerbaywood,Banner Baywood Medical Center,HPO Banner Baywood,7036694,5/29/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program may contact you by phone and/or email to schedule an appointment and to share more information about the Program. You may already have an appointment scheduled. To contact us directly, please call 877-268-2684 or email AllofUsAZ@email.arizona.edu. For a list of our locations, visit AllofUsAZ.org.

El personal del Programa Científico All of Us se comunicará con usted por teléfono y/o correo electrónico para hacer una cita y compartir más información acerca del programa. Quizás, usted ya tiene una cita. Para comunicarse directamente con nosotros, por favor llame al 877-268-2684 o envíe un correo electrónico a AllofUsAZ@email.arizona.edu. Para ver la lista de nuestras clínicas, visite AllofUsAZ.org.",,,,6644 E. Baywood Ave.,,Mesa,AZ,85206,877-268-2684,"jordanbishop@email.arizona.edu, jillianwilson@email.arizona.edu",
AZ_TUCSON_BANNER_HEALTH,hpo-site-bannerdelewebb,Banner Del E Webb Medical Center,HPO Banner Del E Webb,7036695,5/29/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program may contact you by phone and/or email to schedule an appointment and to share more information about the Program. You may already have an appointment scheduled. To contact us directly, please call 877-268-2684 or email AllofUsAZ@email.arizona.edu. For a list of our locations, visit AllofUsAZ.org.

El personal del Programa Científico All of Us se comunicará con usted por teléfono y/o correo electrónico para hacer una cita y compartir más información acerca del programa. Quizás, usted ya tiene una cita. Para comunicarse directamente con nosotros, por favor llame al 877-268-2684 o envíe un correo electrónico a AllofUsAZ@email.arizona.edu. Para ver la lista de nuestras clínicas, visite AllofUsAZ.org.",,,"Our office is located in the ""Old E.R."" area. The easiest is to park by the East Entrance and call from the East Entrance lobby.",14502 W. Meeker Blvd,,Sun City West,AZ,85375,877-268-2684,"jordanbishop@email.arizona.edu, jillianwilson@email.arizona.edu",
AZ_TUCSON_BANNER_HEALTH,hpo-site-bannermariposachc,Mariposa Community Health Center,HPO Banner Mariposa  CHC,7036696,10/1/18,,"THIS IS NOT A ""BANNER"" SITE",Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program may contact you by phone and/or email to schedule an appointment and to share more information about the Program. You may already have an appointment scheduled. To contact us directly, please call 877-268-2684 or email AllofUsAZ@email.arizona.edu. For a list of our locations, visit AllofUsAZ.org.

El personal del Programa Científico All of Us se comunicará con usted por teléfono y/o correo electrónico para hacer una cita y compartir más información acerca del programa. Quizás, usted ya tiene una cita. Para comunicarse directamente con nosotros, por favor llame al 877-268-2684 o envíe un correo electrónico a AllofUsAZ@email.arizona.edu. Para ver la lista de nuestras clínicas, visite AllofUsAZ.org.",,,,1852 N. Mastick Way,,Nogales,AZ,85621,877-268-2684,"jillianwilson@email.arizona.edu, ebmarsh@email.arizona.edu",
AZ_TUCSON_BANNER_HEALTH,hpo-site-bannertucsonmobile,Banner Tucson Mobile Health Unit,HPO Banner Tucson Mobile,7036460,8/7/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program may contact you by phone and/or email to schedule an appointment and to share more information about the Program. You may already have an appointment scheduled. To contact us directly, please call 877-268-2684 or email AllofUsAZ@email.arizona.edu. For a list of our locations, visit AllofUsAZ.org.

El personal del Programa Científico All of Us se comunicará con usted por teléfono y/o correo electrónico para hacer una cita y compartir más información acerca del programa. Quizás, usted ya tiene una cita. Para comunicarse directamente con nosotros, por favor llame al 877-268-2684 o envíe un correo electrónico a AllofUsAZ@email.arizona.edu. Para ver la lista de nuestras clínicas, visite AllofUsAZ.org.",,,,1515 N. Campbell Ave.,,Tucson,AZ,85724,877-268-2684,"jillianwilson@email.arizona.edu, ebmarsh@email.arizona.edu",
AZ_TUCSON_BANNER_HEALTH,hpo-site-bannerncoloradomc,Banner Northern Colorado Medical Center,HPO Banner Northern Colorado MC,7037306,02/18/19,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,,,,Banner North Colorado Medical Center,1801 16th Street,,"Greeley, CO 80631",CO,80631,602-827-2226,"jillianwilson@email.arizona.edu, ebmarsh@email.arizona.edu",
CAL_PMC_SDBB,hpo-site-sandiegobb,San Diego Blood Bank (SDBB) ,HPO SDBB,7035957,,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Now that you have completed the basics module, please contact San Diego Blood Bank at 833-271-1388 to schedule your physical measurements and bio sample appointment. If you choose not to schedule your appointment now, you can find scheduling details under “Measurements” on the “My Data” tab.

Ya que usted ha completado el módulo de información basica, por favor pongase en contacto con San Diego Blood Bank por llamar 833-271-1388 para hacer una cita para donar sus mediciones físicas y muestras biológicas.",,,,3637 Gateway Center Ave,,San Diego,CA ,92102,,jvilla@sandiegobloodbank.org,
CAL_PMC_SDBB,hpo-site-sandiegonorthcounty,San Diego Blood Bank North County Donor Center (NCDC),HPO SDBB North County,7036687,,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Now that you have completed the basics module, please contact San Diego Blood Bank at 833-271-1388 to schedule your physical measurements and bio sample appointment. If you choose not to schedule your appointment now, you can find scheduling details under “Measurements” on the “My Data” tab.

Ya que usted ha completado el módulo de información basica, por favor pongase en contacto con San Diego Blood Bank por llamar 833-271-1388 para hacer una cita para donar sus mediciones físicas y muestras biológicas.",,,,"358 West El Norte Parkway 
",Suite J ,Escondido,CA ,92026,,"jvilla@sandiegobloodbank.org, jarandela@sandiegobloodbank.org",
CAL_PMC_SDBB,hpo-site-sandiegoeastcounty,San Diego Blood Bank East County Donor Center (ECDC),HPO SDBB East County,7036688,,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Now that you have completed the basics module, please contact San Diego Blood Bank at 833-271-1388 to schedule your physical measurements and bio sample appointment. If you choose not to schedule your appointment now, you can find scheduling details under “Measurements” on the “My Data” tab.

Ya que usted ha completado el módulo de información basica, por favor pongase en contacto con San Diego Blood Bank por llamar 833-271-1388 para hacer una cita para donar sus mediciones físicas y muestras biológicas.",,,,"776 Arnele Ave
",,El Cajon,CA ,92020,,"jvilla@sandiegobloodbank.org, jarandela@sandiegobloodbank.org",
CAL_PMC_SDBB,hpo-site-sandiegobbsabre,San Diego Blood Bank Sabre Springs Donor Center (SSDC),HPO SDBB Sabre,7036622,2/16/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Now that you have completed the basics module, please contact San Diego Blood Bank at 833-271-1388 to schedule your physical measurements and bio sample appointment. If you choose not to schedule your appointment now, you can find scheduling details under “Measurements” on the “My Data” tab.

Ya que usted ha completado el módulo de información basica, por favor pongase en contacto con San Diego Blood Bank por llamar 833-271-1388 para hacer una cita para donar sus mediciones físicas y muestras biológicas.",,,,12640 Sabre Springs Parkway,Suite 109,San Diego,CA ,92128,,"jvilla@sandiegobloodbank.org, jarandela@sandiegobloodbank.org",
CAL_PMC_SDBB,hpo-site-sandiegocoastal,San Diego Blood Bank Coastal Donor Center (CDC),HPO SDBB Coastal,7037120,10/8/2018,,,Active,Active,Inactive,Active,Active,Inactive,Active,Inactive,Inactive,Active,Active,Inactive,"Now that you have completed the basics module, please contact San Diego Blood Bank at 833-271-1388 to schedule your physical measurements and bio sample appointment. If you choose not to schedule your appointment now, you can find scheduling details under “Measurements” on the “My Data” tab.

Ya que usted ha completado el módulo de información basica, por favor pongase en contacto con San Diego Blood Bank por llamar 833-271-1388 para hacer una cita para donar sus mediciones físicas y muestras biológicas.",,,,1910 Via Centre,,Vista,CA,92081,,"jvilla@sandiegobloodbank.org, jarandela@sandiegobloodbank.org",
CAL_PMC_SDBB,hpo-site-sandiegocarmelvalley,San Diego Blood Bank Carmel Valley Donor Center (CVDC),HPO SDBB Carmel Valley ,7037119,10/8/2018,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,,,,San Deigo Blood Bank,3880 Valley Centre Drive,Suite 210,San Diego,CA,92130,619-400-8144,"jvilla@sandiegobloodbank.org, jarandela@sandiegobloodbank.org",
CAL_PMC_UCSD,hpo-site-uofcsandiego,University of California San Diego School of Medicine,HPO U of C San Diego,7036536,2/16/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program will contact you by phone, text message and/or email to schedule your appointment.

Alguien del Programa Científico All of Us le contactará por teléfono, mensaje de texto y/o correo electrónico para programar su cita.",,,,9500 Gilman Drive ,,La Jolla,CA ,92093,,vpatronilo@ucsd.edu,
CAL_PMC_UCSD,hpo-site-ucsdmobileunit,University of California San Diego School of Medicine Mobile Unit,HPO UCSD Mobile Unit,7037189,11/1/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,,,,Mobile Unit c/o UCSD School of Medicine,9500 Gilman Drive,,La Jolla,CA,92093,,vpatronilo@ucsd.edu,
CAL_PMC_UCSD,hpo-site-ucsdimcliniclajolla,University of California San Diego Internal Medicine Clinic La Jolla,HPO UCSD IM Clinic La Jolla,7036856,4/16/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program will contact you by phone, text message and/or email to schedule your appointment.

Alguien del Programa Científico All of Us le contactará por teléfono, mensaje de texto y/o correo electrónico para programar su cita.",,,,8939 Villa La Jolla Dr. ,#110,La Jolla,CA ,92037,,vpatronilo@ucsd.edu,
CAL_PMC_UCSD,hpo-site-ucsdperlmancliniclajolla,University of California Perlman Clinic La Jolla,HPO UCSD Perlman Clinic La Jolla,7037030,6/28/18,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program will contact you by phone, text message and/or email to schedule your appointment.

Alguien del Programa Científico All of Us le contactará por teléfono, mensaje de texto y/o correo electrónico para programar su cita.",,,,9850 Genesee Ave,#320,La Jolla,CA ,92037,,vpatronilo@ucsd.edu,
CAL_PMC_UCSD,hpo-site-ucsdneurologicalinstitute ,University of California San Diego Neurological Institute,HPO UCSD Neurological Institute,7036873,1/4/19,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program will contact you by phone, text message and/or email to schedule your appointment.

Alguien del Programa Científico All of Us le contactará por teléfono, mensaje de texto y/o correo electrónico para programar su cita.",,,UCSD Clinic - Epilepsy Center,4510 Executive Drive,,La Jolla,CA,92037,,vpatronilo@ucsd.edu,
CAL_PMC_UCSD,hpo-site-ucsdHillcrestNorth,University California San Diego Hillcrest North,HPO UCSD Hillcrest North,7037070,3/1/19,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program will contact you by phone, text message and/or email to schedule your appointment.

Alguien del Programa Científico All of Us le contactará por teléfono, mensaje de texto y/o correo electrónico para programar su cita.",,,UC San Diego Medical Center,200 West Arbor Drive,,San Diego,CA,92103,,vpatronilo@ucsd.edu,https://health.ucsd.edu/locations/Pages/default.aspx
CAL_PMC_UCSD,hpo-site-ucsd4thandlewismedicaloffices,University California San Diego 4th and Lewis Medical Offices Hillcrest,HPO UCSD 4th and Lewis Medical Offices,7037070,3/11/19,,,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,Active,Active,Inactive,"Someone from the All of Us Research Program will contact you by phone, text message and/or email to schedule your appointment.

Alguien del Programa Científico All of Us le contactará por teléfono, mensaje de texto y/o correo electrónico para programar su cita.",,,4th and Lewis Medical Offices,330 Lewis St,Family Medicine,San Diego,CA,92103,619-471-9260 ,vpatronilo@ucsd.edu,https://health.ucsd.edu/locations/Pages/default.aspx
